,id,carat,cut,color,clarity,depth,table,x,y,z,price
8502,8502,0.78,Premium,E,VS2,60.2,60.0,6.01,5.97,3.59,3135
11713,11713,1.03,Ideal,D,SI1,61.1,57.0,6.53,6.48,3.97,6664
9323,9323,2.14,Ideal,H,SI2,61.8,56.0,8.28,8.22,5.09,12061
14372,14372,1.13,Ideal,G,VS2,61.8,57.0,6.68,6.72,4.14,6606
12303,12303,2.01,Premium,H,VS2,62.4,58.0,8.08,8.04,5.03,18559
10961,10961,0.4,Good,F,SI1,63.6,56.0,4.7,4.74,3.01,859
7564,7564,0.53,Ideal,H,SI2,60.6,55.0,5.3,5.33,3.22,1026
920,920,0.77,Premium,J,SI1,62.5,58.0,5.88,5.83,3.66,2208
13213,13213,1.01,Premium,H,SI2,61.2,60.0,6.45,6.38,3.92,3977
11779,11779,0.7,Good,E,SI1,63.3,55.0,5.64,5.67,3.57,2604
6640,6640,0.8,Premium,H,VVS1,62.2,59.0,5.95,5.88,3.69,3398
12151,12151,0.5,Ideal,G,VVS1,61.8,56.0,5.11,5.15,3.17,2005
7694,7694,0.52,Ideal,D,VS2,61.5,57.0,5.18,5.14,3.18,1956
8230,8230,1.0,Good,H,VS1,57.3,63.0,6.59,6.54,3.8,5270
12651,12651,0.42,Ideal,F,VVS1,62.6,56.0,4.8,4.83,3.01,1363
7126,7126,0.78,Ideal,D,SI1,62.0,57.0,5.89,5.96,3.67,3188
4278,4278,1.07,Ideal,F,SI1,61.7,56.0,6.58,6.56,4.05,4937
2983,2983,1.16,Premium,I,SI1,59.4,59.0,6.91,6.83,4.1,4830
130,130,1.05,Ideal,I,SI1,62.4,57.0,6.48,6.51,4.05,4714
7980,7980,0.35,Very Good,H,VS1,61.6,56.0,4.56,4.58,2.81,579
2667,2667,0.7,Premium,G,SI1,60.0,62.0,5.78,5.82,3.48,2294
7138,7138,1.01,Good,E,VS1,63.1,58.0,6.37,6.43,4.04,6738
3223,3223,1.01,Premium,E,SI2,58.7,61.0,6.55,6.48,3.84,4071
9374,9374,1.02,Good,D,SI2,57.0,62.0,6.61,6.66,3.78,5678
7693,7693,1.21,Ideal,I,VS1,60.7,56.0,6.89,6.94,4.2,6271
5392,5392,0.76,Premium,G,VS2,61.6,58.0,5.89,5.85,3.61,2935
614,614,0.31,Very Good,D,SI1,61.0,58.0,4.33,4.37,2.66,616
14351,14351,1.01,Premium,E,SI2,63.0,58.0,6.39,6.37,4.02,4459
1466,1466,1.33,Premium,H,SI1,59.2,60.0,7.08,7.14,4.25,6237
4497,4497,0.31,Ideal,G,VVS2,62.2,55.0,4.39,4.34,2.71,878
3042,3042,0.91,Very Good,F,VS1,63.5,59.0,6.13,6.09,3.89,4436
9126,9126,1.01,Good,F,VS2,63.1,56.0,6.38,6.35,4.01,5700
2419,2419,1.12,Premium,H,SI1,61.1,57.0,6.75,6.7,4.1,5373
5085,5085,0.52,Very Good,D,VS1,62.3,60.0,5.14,5.17,3.21,2092
3294,3294,0.51,Ideal,F,VVS2,62.5,56.0,5.08,5.13,3.19,2052
6737,6737,1.08,Ideal,H,VS1,61.2,56.0,6.59,6.65,4.05,6669
1500,1500,2.04,Ideal,H,SI2,62.2,57.0,8.13,8.08,5.04,15393
9018,9018,1.53,Premium,I,VS2,61.9,58.0,7.43,7.39,4.59,10428
1521,1521,1.19,Ideal,I,SI2,62.1,55.0,6.8,6.74,4.21,5308
13212,13212,0.85,Very Good,E,SI1,61.5,59.0,6.1,6.09,3.74,3117
11122,11122,0.51,Very Good,E,SI1,60.5,60.0,5.18,5.23,3.14,1355
4232,4232,0.51,Ideal,H,VS2,62.2,57.0,5.1,5.06,3.17,1138
7686,7686,0.41,Ideal,E,SI1,61.3,57.0,4.81,4.78,2.94,969
8820,8820,1.01,Premium,E,SI1,60.8,61.0,6.41,6.46,3.91,5027
4430,4430,0.41,Ideal,E,SI1,62.7,56.0,4.74,4.73,2.97,948
12045,12045,1.0,Good,E,SI1,62.9,60.0,6.32,6.35,3.99,5466
390,390,0.7,Ideal,G,SI1,61.7,55.0,5.67,5.7,3.51,2224
12537,12537,2.01,Very Good,F,SI1,62.5,61.0,7.93,8.17,5.04,17995
14292,14292,1.0,Premium,D,SI2,62.7,59.0,6.42,6.37,4.0,3626
7124,7124,0.33,Very Good,H,SI1,63.3,56.0,4.41,4.37,2.78,538
5913,5913,0.41,Premium,G,VS2,61.3,57.0,4.76,4.73,2.91,1061
12182,12182,1.2,Premium,E,VS1,61.3,59.0,6.78,6.86,4.16,8779
8592,8592,1.24,Very Good,I,SI1,62.9,59.0,6.79,6.85,4.29,5504
4806,4806,1.23,Ideal,H,SI2,62.0,54.0,6.85,6.9,4.25,6181
12973,12973,0.7,Very Good,I,SI2,61.3,55.0,5.67,5.74,3.5,1244
11551,11551,0.53,Very Good,D,VS2,61.7,57.0,5.21,5.23,3.23,1960
8238,8238,0.43,Premium,D,SI1,61.6,59.0,4.82,4.87,2.98,1088
8044,8044,0.32,Ideal,F,VS2,61.2,57.0,4.41,4.44,2.71,645
14175,14175,1.1,Ideal,H,SI1,61.7,56.0,6.67,6.63,4.09,5232
3993,3993,1.33,Premium,G,VVS1,62.4,59.0,6.99,7.03,4.39,10083
11834,11834,0.3,Ideal,H,VVS1,61.8,55.0,4.35,4.36,2.69,686
11918,11918,1.0,Fair,F,VVS2,66.3,59.0,6.09,6.01,4.02,6956
13842,13842,1.01,Premium,H,SI1,62.7,59.0,6.37,6.34,3.99,4720
6609,6609,0.91,Good,E,SI2,61.9,60.0,6.17,6.23,3.84,3856
5319,5319,0.42,Very Good,E,SI1,63.1,59.0,4.74,4.7,2.97,945
14261,14261,0.8,Premium,G,VS2,62.1,60.0,5.91,5.85,3.66,3136
7119,7119,1.08,Very Good,H,SI2,62.6,57.0,6.53,6.56,4.12,5395
2421,2421,1.06,Premium,F,VS1,60.2,60.0,6.65,6.62,4.0,9057
5604,5604,0.78,Ideal,E,SI1,59.7,57.0,5.96,6.0,3.59,2863
1750,1750,1.22,Premium,G,SI2,60.2,58.0,6.99,6.95,4.18,5183
14231,14231,1.0,Very Good,I,SI1,63.5,53.0,6.41,6.37,4.05,4149
13061,13061,1.14,Premium,I,VS1,61.5,58.0,6.72,6.75,4.15,4987
12254,12254,1.25,Premium,D,SI1,61.4,60.0,6.91,6.87,4.24,7441
14082,14082,1.28,Ideal,H,SI1,61.5,56.0,7.02,7.06,4.32,7098
338,338,0.58,Ideal,F,VS2,62.2,58.0,5.33,5.34,3.32,1749
8407,8407,1.15,Ideal,H,SI1,62.3,55.0,6.71,6.68,4.17,5195
11855,11855,0.4,Very Good,E,VS2,62.8,54.4,4.7,4.73,2.96,826
1341,1341,0.32,Ideal,H,VS2,62.3,55.0,4.42,4.38,2.74,648
13833,13833,0.7,Ideal,G,SI2,61.3,56.0,5.76,5.74,3.52,2029
7982,7982,0.53,Ideal,E,VS2,60.5,56.0,5.28,5.24,3.18,2290
12086,12086,1.22,Ideal,H,SI2,62.2,57.0,6.85,6.81,4.25,5653
3640,3640,1.71,Very Good,J,VS1,62.5,58.0,7.58,7.63,4.75,10682
329,329,0.51,Ideal,E,VS2,60.9,56.0,5.18,5.22,3.18,1654
12798,12798,0.33,Ideal,E,VVS2,62.1,56.0,4.47,4.44,2.77,992
3004,3004,0.9,Premium,G,SI2,62.9,59.0,6.13,6.03,3.81,3394
6960,6960,1.2,Premium,D,SI2,61.0,58.0,6.81,6.86,4.17,5006
4090,4090,1.67,Ideal,I,VS1,61.7,55.0,7.63,7.69,4.73,13203
11307,11307,0.42,Ideal,E,VS2,62.4,56.0,4.78,4.81,2.99,912
9828,9828,0.7,Very Good,G,SI1,61.9,55.0,5.66,5.66,3.51,2155
2322,2322,0.56,Very Good,E,SI1,61.5,56.0,5.27,5.33,3.27,1698
6667,6667,0.9,Premium,I,SI1,60.0,59.0,6.29,6.23,3.76,3220
7009,7009,0.34,Ideal,I,VS2,61.9,57.0,4.5,4.48,2.78,504
4197,4197,0.42,Premium,D,VS2,60.0,61.0,4.84,4.88,2.92,982
3549,3549,1.5,Ideal,H,SI1,62.1,57.0,7.29,7.32,4.54,10787
9650,9650,0.9,Very Good,H,VVS2,62.1,59.0,6.12,6.08,3.78,4581
8363,8363,1.21,Ideal,G,VS1,62.2,56.0,6.78,6.84,4.23,8656
4203,4203,0.52,Ideal,D,SI1,62.5,57.0,5.13,5.16,3.21,1749
13913,13913,0.42,Premium,I,VS2,60.3,61.0,4.83,4.87,2.92,807
11761,11761,0.32,Ideal,G,SI2,61.9,55.0,4.38,4.4,2.72,459
12418,12418,1.51,Premium,F,SI1,62.9,58.0,7.33,7.22,4.57,11605
12948,12948,0.41,Ideal,F,VS2,61.4,56.0,4.79,4.82,2.95,969
14456,14456,1.1,Very Good,I,SI2,63.3,58.0,6.55,6.57,4.14,4347
6185,6185,1.01,Premium,G,VS1,62.8,60.0,6.39,6.36,4.0,6512
1639,1639,1.26,Ideal,G,VS1,61.4,56.0,6.99,7.04,4.31,8742
9130,9130,1.01,Premium,E,SI1,62.7,55.0,6.4,6.39,4.01,5042
60,60,0.85,Very Good,G,SI1,62.3,57.0,6.1,6.06,3.78,2968
1240,1240,0.6,Premium,J,SI1,62.6,58.0,5.37,5.41,3.38,1352
5760,5760,0.7,Good,I,VS1,64.6,60.0,5.57,5.54,3.57,2442
5136,5136,0.97,Very Good,E,SI1,60.3,62.0,6.36,6.35,3.81,4830
2343,2343,0.9,Premium,I,VS2,62.0,59.0,6.17,6.19,3.84,3717
2120,2120,1.01,Very Good,F,VS1,61.3,61.0,6.36,6.41,3.91,7258
1524,1524,0.35,Ideal,D,SI1,61.8,56.0,4.49,4.52,2.78,780
7617,7617,2.14,Premium,H,SI2,61.4,60.0,8.28,8.22,5.06,14579
153,153,0.32,Ideal,D,SI2,61.2,56.0,4.42,4.45,2.71,612
481,481,0.8,Ideal,E,SI1,62.5,57.0,5.96,5.99,3.73,3447
6122,6122,1.01,Very Good,E,VVS1,62.2,57.0,6.33,6.44,3.97,8668
12652,12652,0.41,Ideal,F,VS1,61.6,56.0,4.79,4.76,2.94,1063
7674,7674,0.4,Ideal,H,VVS2,61.0,57.0,4.76,4.79,2.92,1125
7101,7101,0.7,Very Good,E,SI1,62.8,59.0,5.67,5.7,3.57,2753
12112,12112,0.56,Ideal,E,VVS1,61.2,56.0,5.27,5.35,3.26,2694
1762,1762,0.33,Ideal,F,VVS2,61.9,56.0,4.44,4.42,2.74,1040
8942,8942,2.01,Very Good,H,SI2,59.6,62.0,8.04,8.09,4.85,11925
7715,7715,1.01,Premium,E,SI1,62.0,60.0,6.4,6.45,3.98,5495
9977,9977,1.51,Premium,F,VS2,60.5,59.0,7.38,7.41,4.46,13853
13158,13158,1.76,Ideal,E,SI1,61.4,57.0,7.74,7.79,4.76,17254
7479,7479,0.33,Ideal,H,VS2,61.6,55.0,4.48,4.42,2.74,537
6212,6212,0.32,Ideal,G,SI1,61.7,55.0,4.39,4.41,2.71,508
12693,12693,1.01,Very Good,G,VS1,62.8,59.0,6.36,6.38,4.0,6546
4853,4853,1.0,Very Good,H,SI1,63.4,58.0,6.33,6.37,4.02,4612
2711,2711,1.05,Ideal,G,VS2,62.0,57.0,6.44,6.48,4.0,5177
6766,6766,0.42,Premium,G,VS2,62.0,59.0,4.76,4.8,2.97,921
4150,4150,1.07,Premium,H,SI2,62.5,58.0,6.58,6.49,4.08,4140
12385,12385,1.51,Premium,I,SI1,62.0,58.0,7.39,7.31,4.57,8069
1333,1333,0.31,Premium,G,VVS1,61.7,59.0,4.33,4.35,2.68,1046
13642,13642,1.04,Premium,D,SI2,61.6,58.0,6.58,6.48,4.02,4679
11046,11046,1.01,Good,G,VVS1,63.7,59.0,6.25,6.28,4.0,6857
8378,8378,0.58,Ideal,F,VVS2,60.7,56.0,5.41,5.45,3.29,2310
9328,9328,1.58,Very Good,G,SI1,60.9,59.0,7.46,7.55,4.57,11531
13613,13613,1.75,Good,J,VS2,64.2,58.0,7.61,7.54,4.84,7900
14066,14066,1.17,Good,H,SI1,61.6,64.0,6.82,6.77,4.18,4937
10250,10250,1.5,Ideal,F,VS2,62.3,56.0,7.25,7.29,4.53,14482
13218,13218,1.11,Ideal,D,VS1,61.9,55.0,6.63,6.59,4.1,9494
3850,3850,1.57,Premium,H,SI1,60.1,58.0,7.56,7.49,4.54,9642
8340,8340,1.0,Ideal,G,VS2,60.7,57.0,6.45,6.41,3.9,5787
4124,4124,0.79,Ideal,G,SI2,61.3,56.0,5.96,6.0,3.66,2690
12988,12988,1.0,Very Good,E,SI2,63.7,58.0,6.38,6.31,4.05,4200
11555,11555,0.41,Ideal,G,VS1,61.9,57.0,4.78,4.81,2.96,961
4788,4788,0.31,Ideal,E,VVS2,61.4,56.0,4.35,4.39,2.68,949
2866,2866,0.31,Ideal,G,VS1,61.4,56.0,4.35,4.41,2.69,625
11968,11968,1.5,Good,H,VS1,60.2,62.0,7.33,7.41,4.45,10910
1386,1386,0.9,Very Good,F,VS2,63.5,54.0,6.11,6.15,3.89,4400
5941,5941,1.04,Premium,G,VS1,61.1,60.0,6.53,6.49,3.98,6971
3067,3067,1.06,Very Good,G,VS1,62.7,58.0,6.44,6.48,4.05,7216
13126,13126,1.23,Very Good,I,VS2,61.3,61.0,6.86,6.93,4.22,6494
3629,3629,0.57,Ideal,F,VVS1,61.6,56.0,5.36,5.31,3.29,2720
13714,13714,0.32,Very Good,F,SI2,63.1,56.0,4.33,4.37,2.74,369
12966,12966,0.72,Ideal,F,VS2,61.7,55.0,5.74,5.79,3.56,3416
3028,3028,0.42,Ideal,H,VVS2,62.0,57.0,4.8,4.82,2.98,984
2969,2969,1.01,Premium,G,SI1,61.2,61.0,6.42,6.34,3.9,4074
11664,11664,0.3,Ideal,F,IF,63.0,56.0,4.31,4.34,2.72,957
9900,9900,0.36,Ideal,I,VS1,61.7,56.0,4.59,4.62,2.85,727
11145,11145,1.51,Very Good,G,SI1,59.8,59.0,7.46,7.44,4.46,7755
8646,8646,0.34,Ideal,G,VS1,61.4,55.0,4.51,4.53,2.78,695
6136,6136,2.03,Good,D,SI2,59.0,60.0,8.27,8.19,4.85,18640
8801,8801,0.63,Ideal,F,SI2,61.9,54.0,5.52,5.5,3.4,1332
4263,4263,1.3,Ideal,G,VS2,62.0,56.0,7.07,7.0,4.36,10335
645,645,0.52,Ideal,G,VS2,60.9,57.0,5.17,5.21,3.16,1581
13998,13998,0.31,Ideal,F,IF,60.8,56.0,4.38,4.41,2.67,914
2074,2074,1.55,Ideal,J,VVS2,62.0,58.0,7.35,7.38,4.57,7087
12244,12244,1.51,Premium,I,VS2,62.4,59.0,7.34,7.3,4.56,9920
341,341,1.03,Premium,D,SI2,62.4,58.0,6.45,6.37,4.0,4670
8041,8041,1.05,Ideal,G,IF,61.3,56.0,6.55,6.57,4.02,11508
1622,1622,0.24,Ideal,D,VS1,61.5,58.0,4.0,4.03,2.46,455
7141,7141,1.04,Premium,H,SI1,62.0,58.0,6.48,6.45,4.0,4915
5796,5796,0.72,Premium,F,VS2,62.2,55.0,5.74,5.68,3.55,2346
7184,7184,0.9,Very Good,H,SI1,63.7,58.0,6.1,6.07,3.88,3323
13524,13524,1.51,Very Good,J,VS2,61.1,59.0,7.35,7.43,4.51,7418
8232,8232,0.41,Very Good,D,VS1,62.6,55.0,4.74,4.78,2.99,1140
5475,5475,1.03,Premium,H,SI1,60.8,58.0,6.51,6.54,3.96,4932
10281,10281,0.5,Premium,G,SI2,61.1,60.0,5.1,5.13,3.13,1133
12116,12116,1.01,Ideal,E,SI2,62.0,57.0,6.44,6.41,3.98,4959
10367,10367,0.31,Ideal,D,SI2,62.7,57.0,4.34,4.31,2.71,593
13416,13416,0.71,Very Good,H,VS1,61.5,57.0,5.74,5.79,3.54,2951
74,74,0.41,Ideal,E,VS1,61.8,54.0,4.78,4.8,2.96,917
14337,14337,0.8,Ideal,H,SI2,61.7,57.0,5.94,5.98,3.67,2559
14388,14388,1.19,Premium,H,SI2,62.4,58.0,6.79,6.75,4.22,5154
10849,10849,1.27,Ideal,H,VS1,61.8,56.0,6.99,6.95,4.32,8602
11372,11372,1.14,Ideal,G,SI2,62.5,56.0,6.65,6.72,4.17,4814
10268,10268,1.21,Good,I,SI1,63.6,58.0,6.65,6.72,4.26,6090
8633,8633,1.0,Good,H,VS1,63.4,61.0,6.33,6.3,4.0,4515
13376,13376,2.02,Ideal,J,VS1,61.8,57.0,8.11,8.18,5.02,14338
2051,2051,0.32,Very Good,G,VS1,60.1,61.0,4.42,4.44,2.66,671
2541,2541,0.3,Premium,H,VVS1,62.1,59.0,4.26,4.29,2.65,684
1301,1301,0.34,Premium,H,VS2,62.6,58.0,4.5,4.46,2.8,537
5877,5877,1.01,Good,H,SI1,63.9,59.0,6.32,6.36,4.04,4564
7368,7368,1.24,Ideal,I,SI2,61.8,59.0,6.91,6.86,4.26,4714
11622,11622,1.09,Ideal,F,SI2,61.6,57.0,6.63,6.67,4.1,4916
1304,1304,0.9,Premium,D,SI2,61.4,62.0,6.09,6.05,3.73,2958
8428,8428,1.01,Ideal,F,SI1,62.1,56.0,6.48,6.45,4.02,5606
13175,13175,0.53,Ideal,E,VS2,61.9,56.0,5.2,5.22,3.22,2290
2599,2599,1.01,Premium,F,VS2,62.5,58.0,6.36,6.32,3.96,5899
12808,12808,0.74,Ideal,D,VS2,60.6,57.0,5.85,5.88,3.56,3010
2573,2573,0.3,Ideal,G,VS2,62.7,55.0,4.28,4.31,2.69,545
11472,11472,0.41,Good,F,VS2,62.4,61.0,4.69,4.74,2.94,787
3186,3186,1.59,Ideal,D,SI1,61.3,54.0,7.53,7.56,4.61,13445
12145,12145,2.01,Ideal,G,SI1,62.9,55.0,8.04,8.1,5.06,18756
2768,2768,0.41,Ideal,D,VVS2,62.0,57.0,4.77,4.74,2.95,1356
4831,4831,1.03,Ideal,G,VS1,61.9,56.0,6.48,6.45,4.01,6436
4223,4223,0.42,Premium,G,VS2,61.5,58.0,4.82,4.8,2.96,847
13991,13991,0.76,Ideal,G,SI1,61.7,57.0,5.88,5.91,3.63,2743
2106,2106,1.2,Premium,D,VS2,62.3,58.0,6.84,6.77,4.23,9316
2679,2679,1.2,Premium,H,SI1,60.6,58.0,6.89,6.97,4.19,6021
10953,10953,0.4,Ideal,F,VS2,61.3,56.0,4.81,4.76,2.92,1041
12880,12880,2.13,Ideal,I,SI1,62.7,56.0,8.23,8.16,5.13,17273
1387,1387,1.56,Ideal,H,SI1,61.7,56.0,7.43,7.47,4.6,10071
14025,14025,0.9,Good,G,SI2,63.6,58.0,6.09,6.12,3.87,3015
13760,13760,0.32,Ideal,G,VS1,61.2,56.0,4.43,4.41,2.71,610
12940,12940,0.33,Ideal,G,VVS1,61.3,56.0,4.47,4.44,2.73,1040
14006,14006,0.3,Very Good,F,IF,61.8,58.0,4.29,4.27,2.64,886
7083,7083,0.71,Very Good,G,SI1,62.4,55.0,5.7,5.74,3.57,2141
1279,1279,0.3,Ideal,E,VVS1,61.7,57.0,4.3,4.34,2.67,895
804,804,1.51,Ideal,H,VS2,61.6,57.0,7.37,7.32,4.52,11434
1555,1555,0.38,Ideal,D,SI2,62.9,55.0,4.67,4.63,2.92,812
13754,13754,0.53,Premium,H,VVS1,60.8,58.0,5.21,5.24,3.18,1662
11382,11382,1.04,Very Good,H,SI2,62.5,56.0,6.46,6.48,4.05,4290
4566,4566,1.5,Very Good,G,SI1,63.0,59.0,7.23,7.27,4.58,9399
14019,14019,2.07,Premium,H,SI1,62.3,58.0,8.19,8.12,5.08,13993
4841,4841,1.02,Good,G,VS2,63.2,56.0,6.34,6.41,4.03,5601
3594,3594,1.01,Ideal,E,SI2,61.3,56.0,6.49,6.44,3.97,4395
6035,6035,0.32,Ideal,G,VVS2,61.7,56.0,4.4,4.38,2.71,814
6852,6852,0.5,Ideal,F,SI2,62.2,58.0,5.01,5.04,3.12,1100
10112,10112,1.2,Premium,J,SI2,61.7,59.0,6.73,6.68,4.14,4075
8705,8705,1.01,Ideal,D,VS2,61.7,56.0,6.43,6.39,3.95,6889
4177,4177,0.31,Ideal,E,VS1,61.7,55.0,4.35,4.37,2.69,942
1308,1308,0.4,Ideal,F,VS1,61.4,56.0,4.77,4.73,2.91,1129
9106,9106,2.01,Very Good,H,SI2,63.1,58.0,8.01,7.96,5.04,11965
3452,3452,0.41,Premium,E,VVS1,62.3,58.0,4.74,4.77,2.97,1308
3695,3695,0.5,Very Good,D,VS1,61.6,59.0,5.04,5.11,3.13,2180
4242,4242,0.35,Ideal,G,VVS2,60.9,57.0,4.51,4.57,2.76,786
11348,11348,0.31,Good,G,SI2,63.5,57.0,4.32,4.34,2.75,523
2198,2198,0.71,Very Good,H,SI1,61.6,58.0,5.73,5.75,3.53,2010
8966,8966,1.16,Premium,H,VS1,61.4,59.0,6.77,6.73,4.15,6562
4425,4425,0.7,Good,J,SI1,64.2,54.0,5.58,5.62,3.6,1864
6150,6150,2.03,Ideal,I,SI1,60.6,56.0,8.19,8.31,4.99,14948
943,943,0.31,Ideal,F,VS2,62.2,55.0,4.35,4.33,2.7,802
822,822,0.23,Very Good,G,VVS1,61.3,59.0,3.94,3.96,2.42,414
5005,5005,0.38,Ideal,E,IF,62.0,56.0,4.59,4.63,2.86,1300
6612,6612,0.31,Premium,H,VVS2,62.3,58.0,4.36,4.38,2.72,802
12469,12469,0.43,Very Good,G,VS2,62.3,60.0,4.78,4.86,3.0,867
8356,8356,0.31,Ideal,D,SI1,62.1,56.0,4.34,4.32,2.69,732
5619,5619,1.06,Ideal,G,VVS1,61.8,56.1,6.52,6.56,4.04,9081
4547,4547,0.3,Ideal,E,VVS1,62.5,57.0,4.31,4.27,2.68,862
12175,12175,1.03,Ideal,G,VS2,61.8,56.0,6.52,6.48,4.01,5806
2538,2538,0.57,Ideal,F,SI1,61.8,57.0,5.33,5.35,3.29,1728
14135,14135,0.41,Ideal,G,VS2,61.0,55.0,4.82,4.86,2.95,867
9503,9503,2.1,Premium,G,SI1,62.7,59.0,8.21,8.16,5.12,14732
5207,5207,0.53,Premium,F,VVS2,61.3,58.0,5.22,5.26,3.21,2169
13791,13791,0.24,Ideal,G,IF,61.4,56.0,3.99,4.05,2.46,559
13053,13053,1.22,Ideal,H,VS1,61.1,57.0,6.87,6.91,4.21,7213
3054,3054,0.34,Ideal,E,SI1,61.8,55.0,4.48,4.51,2.78,596
3675,3675,1.21,Premium,G,VS1,62.7,59.0,6.79,6.84,4.28,9596
7776,7776,0.34,Very Good,H,IF,62.2,55.0,4.49,4.52,2.8,865
7218,7218,1.07,Premium,H,SI1,62.0,58.0,6.56,6.54,4.07,4587
6722,6722,1.0,Ideal,G,SI1,62.5,55.0,6.41,6.37,3.99,4912
3300,3300,0.3,Ideal,E,VVS1,62.6,57.0,4.33,4.28,2.69,956
3310,3310,1.03,Premium,D,SI2,60.0,59.0,6.62,6.55,3.96,4855
7221,7221,0.25,Ideal,G,VVS2,62.9,54.0,4.01,4.05,2.53,525
8519,8519,0.64,Premium,D,SI1,61.3,59.0,5.58,5.54,3.41,1942
10682,10682,0.54,Ideal,F,VS2,61.8,55.0,5.23,5.26,3.24,1814
5954,5954,0.72,Ideal,D,SI2,62.3,54.0,5.73,5.76,3.57,2393
10998,10998,0.7,Very Good,G,SI1,62.7,58.0,5.62,5.65,3.53,1829
12600,12600,0.4,Ideal,E,VS1,62.2,55.0,4.7,4.75,2.94,1005
832,832,2.01,Good,J,SI2,63.3,58.0,7.95,8.0,5.05,14720
11271,11271,0.7,Premium,G,SI1,61.9,58.0,5.67,5.71,3.52,2202
3462,3462,0.34,Ideal,H,VS1,61.8,55.0,4.48,4.51,2.78,544
13525,13525,1.19,Ideal,H,SI1,62.9,58.0,6.74,6.77,4.25,5892
7643,7643,1.09,Premium,E,SI1,60.9,58.0,6.69,6.65,4.05,6969
54,54,0.31,Ideal,F,VS2,62.3,55.0,4.35,4.37,2.71,696
12256,12256,0.31,Premium,G,VVS1,61.1,62.0,4.37,4.39,2.68,878
3451,3451,1.3,Premium,F,SI1,62.1,58.0,6.99,7.04,4.34,8408
6305,6305,0.7,Very Good,I,SI1,61.4,60.0,5.7,5.72,3.52,2177
10093,10093,0.3,Premium,G,SI1,61.5,58.0,4.33,4.29,2.65,574
1481,1481,0.7,Ideal,G,SI2,61.8,57.0,5.72,5.75,3.53,2117
4873,4873,0.7,Ideal,F,SI1,62.0,57.0,5.62,5.65,3.49,2409
8038,8038,1.06,Premium,E,SI1,61.6,57.0,6.57,6.53,4.04,6864
12342,12342,0.56,Premium,H,SI1,61.9,55.0,5.27,5.3,3.27,1219
3335,3335,0.7,Ideal,I,VVS1,61.6,56.0,5.77,5.72,3.54,2536
6016,6016,1.06,Ideal,E,SI2,62.2,56.0,6.56,6.51,4.07,5040
4926,4926,1.51,Very Good,E,SI1,60.9,61.0,7.44,7.39,4.52,13215
9138,9138,0.32,Premium,D,SI1,61.8,58.0,4.43,4.35,2.71,756
5797,5797,1.7,Ideal,G,VS1,61.4,55.0,7.72,7.67,4.71,15847
11485,11485,0.34,Ideal,F,VS2,62.1,55.0,4.49,4.52,2.8,906
10353,10353,1.0,Very Good,F,SI1,63.7,58.0,6.38,6.35,4.05,5088
14244,14244,0.32,Very Good,G,VS2,58.8,60.0,4.39,4.41,2.59,561
5083,5083,2.11,Ideal,H,SI1,60.6,57.0,8.32,8.37,5.05,17392
6645,6645,1.13,Ideal,G,VS2,62.5,56.0,6.69,6.66,4.17,9105
12481,12481,0.33,Premium,G,VS2,61.8,60.0,4.5,4.46,2.76,579
11249,11249,0.55,Premium,E,SI1,60.1,58.0,5.36,5.29,3.2,1698
5490,5490,0.85,Ideal,D,VS2,62.4,54.0,6.01,6.11,3.79,4107
768,768,1.0,Ideal,G,VS2,61.7,57.0,6.46,6.44,3.98,5510
2065,2065,0.3,Ideal,F,VS2,61.5,55.0,4.34,4.37,2.67,776
13771,13771,0.7,Ideal,I,VVS2,61.8,57.0,5.66,5.68,3.51,2155
11687,11687,0.36,Ideal,E,VS2,61.0,55.0,4.57,4.6,2.8,889
7311,7311,1.18,Ideal,H,SI1,61.7,54.0,6.78,6.84,4.2,6619
8477,8477,0.41,Ideal,D,VS2,61.7,56.0,4.76,4.79,2.94,1033
14400,14400,0.7,Very Good,I,SI1,62.6,57.0,5.64,5.69,3.55,2070
4524,4524,0.3,Ideal,I,SI1,62.6,55.0,4.3,4.33,2.7,391
11568,11568,0.51,Ideal,E,SI1,62.0,56.0,5.16,5.13,3.18,1446
10524,10524,0.35,Ideal,G,IF,61.8,56.0,4.51,4.53,2.8,914
2717,2717,0.31,Ideal,H,VS1,62.1,53.0,4.32,4.35,2.69,648
2079,2079,1.06,Ideal,G,VS1,59.4,56.0,6.66,6.6,3.93,7106
11581,11581,0.4,Ideal,E,SI1,61.8,57.0,4.72,4.76,2.93,777
8914,8914,0.4,Ideal,E,VVS2,60.7,57.0,4.78,4.8,2.9,1300
951,951,1.73,Ideal,G,VS1,60.3,58.0,7.79,7.74,4.68,17009
8058,8058,2.02,Premium,J,VS2,60.8,59.0,8.15,8.22,4.99,16565
2482,2482,1.73,Premium,I,VS2,62.8,59.0,7.61,7.58,4.76,12182
10454,10454,1.71,Very Good,F,VS1,61.5,60.0,7.58,7.68,4.68,17930
9181,9181,0.36,Premium,J,SI1,61.3,59.0,4.58,4.62,2.82,468
11404,11404,1.52,Ideal,E,VS2,60.8,57.0,7.39,7.45,4.52,16803
1759,1759,2.0,Premium,J,SI2,59.8,61.0,8.11,8.2,4.88,12407
9984,9984,1.01,Premium,F,SI2,62.8,59.0,6.38,6.34,3.99,4956
4422,4422,0.58,Ideal,H,VVS1,62.6,54.0,5.3,5.33,3.33,1966
